filename	date	artist	title	score	likes	dislikes	views	duration
20121206_Roomful of Teeth- Self-Titled ALBUM REVIEW.jpg	20121206	Roomful of Teeth- Self	Titled	7/10	216	9	17086	436
20121207_P.O.S- We Don't Even Live Here ALBUM REVIEW.jpg	20121207	P.O.S	We Don't Even Live Here	5/10	303	35	23398	485
20121210_Miguel- Kaleidoscope Dream ALBUM REVIEW.jpg	20121210	Miguel	Kaleidoscope Dream	6/10	488	71	50049	431
20121218_The Game- Jesus Piece ALBUM REVIEW.jpg	20121218	The Game	Jesus Piece	5/10	1042	179	125342	533
20121219_Chief Keef- Finally Rich ALBUM REVIEW.jpg	20121219	Chief Keef	Finally Rich	4/10	4676	803	477489	433
20121222_Lianne La Havas- Is Your Love Big Enough ALBUM REVIEW.jpg	20121222	Lianne La Havas	Is Your Love Big Enough	7/10	319	6	20137	390
20121225_Sufjan Stevens- Silver & Gold ALBUM REVIEW.jpg	20121225	Sufjan Stevens	Silver & Gold		826	22	44349	395
20121231_Madvillain- Madvillainy ALBUM REVIEW.jpg	20121231	Madvillain	Madvillainy		16665	283	966867	746
20130101_Dead Kennedys- Plastic Surgery Disasters ALBUM REVIEW.jpg	20130101	Dead Kennedys	Plastic Surgery Disasters		2717	33	132603	562
20130102_King Crimson- In the Court of the Crimson King ALBUM REVIEW.jpg	20130102	King Crimson	In the Court of the Crimson King		12352	204	552714	593
20130103_My Bloody Valentine- Loveless ALBUM REVIEW.jpg	20130103	My Bloody Valentine	Loveless		6115	187	381200	554
20130104_Miles Davis- Bitches Brew ALBUM REVIEW.jpg	20130104	Miles Davis	Bitches Brew		2841	63	168820	654
20130108_A$AP Rocky - Long.Live.A$AP ALBUM REVIEW.jpg	20130108	A$AP Rocky 	Long.Live.A$AP	7/10	5141	213	450313	678
20130110_Circles Takes the Square - Decompositions - Volume Number One ALBUM REVIEW.jpg	20130110	Circles Takes the Square - Decompositions 	Volume Number One	6/10	327	30	27920	382
20130111_The Progressive Era - PEEP - The aPROcalypse ALBUM REVIEW.jpg	20130111	The Progressive Era - PEEP 	The aPROcalypse	8/10	2256	35	121325	720
20130114_Toro Y Moi - Anything In Return ALBUM REVIEW.jpg	20130114	Toro Y Moi 	Anything In Return	4/10	490	1148	76567	558
20130115_Yo La Tengo - Fade ALBUM REVIEW.jpg	20130115	Yo La Tengo 	Fade	7/10	333	7	32572	440
20130116_Foxygen - We Are the 21st Century Ambassadors of Peace & Magic ALBUM REVIEW.jpg	20130116	Foxygen 	We Are the 21st Century Ambassadors of Peace & Magic	8/10	765	19	66689	494
20130117_Villagers - {Awayland} ALBUM REVIEW.jpg	20130117	Villagers 	{Awayland}	7/10	218	6	20561	442
20130121_Cult of Luna - Vertikal ALBUM REVIEW.jpg	20130121	Cult of Luna 	Vertikal	5/10	227	239	30539	475
20130122_Nosaj Thing - Home ALBUM REVIEW.jpg	20130122	Nosaj Thing 	Home	5/10	193	28	24002	445
20130123_TTNG (This Town Needs Guns) - 13.0.0.0.0 ALBUM REVIEW.jpg	20130123	TTNG (This Town Needs Guns) 	13.0.0.0.0	7/10	877	43	68371	414
20130124_Comadre - Self-Titled ALBUM REVIEW.jpg	20130124	Comadre - Self	Titled	8/10	274	5	27235	482
20130125_Buke and Gase - General Dome ALBUM REVIEW.jpg	20130125	Buke and Gase 	General Dome	8/10	277	6	31320	480
20130128_Local Natives - Hummingbird ALBUM REVIEW.jpg	20130128	Local Natives 	Hummingbird	5/10	245	230	30864	247
20130130_California X - Self-Titled ALBUM REVIEW.jpg	20130130	California X - Self	Titled	6/10	126	2	13810	278
20130131_Tomahawk - Oddfellows ALBUM REVIEW.jpg	20130131	Tomahawk 	Oddfellows	6/10	323	22	29095	399
20130204_Tegan and Sara - Heartthrob ALBUM REVIEW.jpg	20130204	Tegan and Sara 	Heartthrob	3/10	487	128	41003	416
20130205_Cakes Da Killa - The Eulogy ALBUM REVIEW.jpg	20130205	Cakes Da Killa 	The Eulogy	8/10	635	55	47466	443
20130206_Dumbo Gets Mad - Quantum Leap ALBUM REVIEW.jpg	20130206	Dumbo Gets Mad 	Quantum Leap	6/10	157	12	18439	486
20130207_My Bloody Valentine - MBV ALBUM REVIEW.jpg	20130207	My Bloody Valentine 	MBV	8/10	2908	135	194538	836
20130207_Unknown Mortal Orchestra - II ALBUM REVIEW.jpg	20130207	Unknown Mortal Orchestra 	II	7/10	564	27	46577	429
20130211_The Underachievers - Indigoism ALBUM REVIEW.jpg	20130211	The Underachievers 	Indigoism	7/10	1189	70	93424	490
20130213_Veronica Falls - Waiting For Something To Happen ALBUM REVIEW.jpg	20130213	Veronica Falls 	Waiting For Something To Happen	6/10	135	7	13364	406
20130214_Foals - Holy Fire ALBUM REVIEW.jpg	20130214	Foals 	Holy Fire	5/10	462	407	56213	519
20130215_Pissed Jeans - Honeys ALBUM REVIEW.jpg	20130215	Pissed Jeans 	Honeys	7/10	277	8	26147	466
20130216_Grouper - The Man Who Died In His Boat ALBUM REVIEW.jpg	20130216	Grouper 	The Man Who Died In His Boat	7/10	461	15	38720	504
20130219_Portal - Vexovoid ALBUM REVIEW.jpg	20130219	Portal 	Vexovoid	5/10	556	182	62490	389
20130220_Beach Fossils - Clash The Truth ALBUM REVIEW.jpg	20130220	Beach Fossils 	Clash The Truth	8/10	906	29	60447	464
20130221_Nick Cave and The Bad Seeds - Push The Sky Away ALBUM REVIEW.jpg	20130221	Nick Cave and The Bad Seeds 	Push The Sky Away	5/10	355	284	45945	666
20130222_Iceage - You're Nothing ALBUM REVIEW.jpg	20130222	Iceage 	You're Nothing	8/10	634	18	61641	481
20130226_Atoms For Peace - Amok ALBUM REVIEW.jpg	20130226	Atoms For Peace 	Amok	7/10	1129	161	116144	579
20130227_Clipping - Midcity ALBUM REVIEW.jpg	20130227	Clipping 	Midcity	8/10	1038	12	79197	484
20130227_Grave Babies - Crusher ALBUM REVIEW.jpg	20130227	Grave Babies 	Crusher	7/10	203	6	18884	414
20130228_STRFKR - Miracle Mile ALBUM REVIEW.jpg	20130228	STRFKR 	Miracle Mile	3/10	277	370	34995	410
20130301_Darkthrone - The Underground Resistance ALBUM REVIEW.jpg	20130301	Darkthrone 	The Underground Resistance	6/10	709	101	55258	468
20130304_Czarface - Self-Titled ALBUM REVIEW.jpg	20130304	Czarface - Self	Titled	6/10	400	60	36481	691
20130305_Steven Wilson - The Raven That Refused To Sing (And Other Stories) ALBUM REVIEW.jpg	20130305	Steven Wilson 	The Raven That Refused To Sing (And Other Stories)	5/10	764	2107	72838	522
20130306_The Men - New Moon ALBUM REVIEW.jpg	20130306	The Men 	New Moon	4/10	200	21	24307	437
20130307_Autechre - Exai ALBUM REVIEW.jpg	20130307	Autechre 	Exai	8/10	1156	56	96956	539
20130319_Rhye - Woman ALBUM REVIEW.jpg	20130319	Rhye 	Woman	6/10	351	58	41620	467
20130320_Nails - Abandon All Life ALBUM REVIEW.jpg	20130320	Nails 	Abandon All Life	7/10	1299	56	97924	459
20130321_The Strokes - Comedown Machine ALBUM REVIEW.jpg	20130321	The Strokes 	Comedown Machine	5/10	2029	1837	224698	471
20130323_David Bowie - The Next Day ALBUM REVIEW.jpg	20130323	David Bowie 	The Next Day	7/10	1357	70	93901	507
20130325_Justin Timberlake - The 20_20 Experience ALBUM REVIEW.jpg	20130325	Justin Timberlake 	The 20_20 Experience	5/10	2340	706	177305	749
20130326_KEN mode - Entrench ALBUM REVIEW.jpg	20130326	KEN mode 	Entrench	7/10	186	8	19828	431
20130327_Bonobo - The North Borders ALBUM REVIEW.jpg	20130327	Bonobo 	The North Borders	6/10	509	84	44210	445
20130327_The Drones - I See Seaweed ALBUM REVIEW.jpg	20130327	The Drones 	I See Seaweed	8/10	369	124	29583	440
20130328_Kvelertak - Meir ALBUM REVIEW.jpg	20130328	Kvelertak 	Meir	8/10	843	25	59548	487
20130329_Lapalux - Nostalchic ALBUM REVIEW.jpg	20130329	Lapalux 	Nostalchic	7/10	312	12	25240	413
20130401_Wavves - Afraid of Heights ALBUM REVIEW.jpg	20130401	Wavves 	Afraid of Heights	6/10	868	108	78095	405
20130402_Tyler, The Creator - Wolf ALBUM REVIEW.jpg	20130402	Tyler, The Creator 	Wolf	6/10	19300	4282	1535048	727
20130403_The Mary Onettes - Hit The Waves ALBUM REVIEW.jpg	20130403	The Mary Onettes 	Hit The Waves	7/10	158	2	10865	335
20130404_The Black Heart Rebellion - Har Nevo ALBUM REVIEW.jpg	20130404	The Black Heart Rebellion 	Har Nevo	7/10	186	3	15473	340
20130407_The Knife - Shaking The Habitual ALBUM REVIEW.jpg	20130407	The Knife 	Shaking The Habitual	9/10	1871	75	146161	765
20130409_James Blake - Overgrown ALBUM REVIEW.jpg	20130409	James Blake 	Overgrown	7/10	1262	39	123973	384
20130410_Bring Me The Horizon - Sempiternal ALBUM REVIEW.jpg	20130410	Bring Me The Horizon 	Sempiternal	4/10	3729	1222	314089	360
20130411_The Flaming Lips - The Terror ALBUM REVIEW.jpg	20130411	The Flaming Lips 	The Terror	6/10	485	66	58206	504
20130412_Makthaverskan - II ALBUM REVIEW.jpg	20130412	Makthaverskan 	II	7/10	259	11	27924	364
20130415_Big K.R.I.T. - King Remembered In Time ALBUM REVIEW.jpg	20130415	Big K.R.I.T. 	King Remembered In Time	7/10	828	28	64429	714
20130416_Ghost - Infestissumam ALBUM REVIEW.jpg	20130416	Ghost 	Infestissumam	5/10	1204	694	98450	551
20130417_Thee Oh Sees - Floating Coffin ALBUM REVIEW.jpg	20130417	Thee Oh Sees 	Floating Coffin	5/10	320	298	48162	429
20130418_Phosphorescent - Muchacho ALBUM REVIEW.jpg	20130418	Phosphorescent 	Muchacho	6/10	182	22	19948	433
20130419_Kurt Vile - Wakin On A Pretty Daze ALBUM REVIEW.jpg	20130419	Kurt Vile 	Wakin On A Pretty Daze	8/10	518	26	57460	564
20130420_Kid Cudi - Indicud ALBUM REVIEW.jpg	20130420	Kid Cudi 	Indicud	2/10	1769	2081	212090	81
20130422_Ghostface Killah and Adrian Younge - Twelve Reasons To Die ALBUM REVIEW.jpg	20130422	Ghostface Killah and Adrian Younge 	Twelve Reasons To Die	8/10	1242	23	77324	612
20130423_Yeah Yeah Yeahs - Mosquito ALBUM REVIEW.jpg	20130423	Yeah Yeah Yeahs 	Mosquito	5/10	428	41	39548	411
20130424_Deerhunter - Monomania ALBUM REVIEW.jpg	20130424	Deerhunter 	Monomania	6/10	380	88	59944	497
20130426_Colin Stetson - New History Warfare Vol. 3 - To See More Light ALBUM REVIEW.jpg	20130426	Colin Stetson - New History Warfare Vol. 3 	To See More Light	7/10	363	6	21176	388
20130428_Iggy And The Stooges - Ready To Die ALBUM REVIEW.jpg	20130428	Iggy And The Stooges 	Ready To Die	4/10	378	33	37816	372
20130430_Jenny Hval - Innocence Is Kinky ALBUM REVIEW.jpg	20130430	Jenny Hval 	Innocence Is Kinky	7/10	219	12	18896	454
20130501_The Haxan Cloak - Excavation ALBUM REVIEW.jpg	20130501	The Haxan Cloak 	Excavation	8/10	760	24	56091	401
20130502_Savages - Silence Yourself ALBUM REVIEW.jpg	20130502	Savages 	Silence Yourself	8/10	779	31	61257	386
20130504_R.A. The Rugged Man - Legends Never Die ALBUM REVIEW.jpg	20130504	R.A. The Rugged Man 	Legends Never Die	6/10	1160	654	88117	598
20130507_Altar of Plagues - Teethed Glory and Injury ALBUM REVIEW.jpg	20130507	Altar of Plagues 	Teethed Glory and Injury	9/10	864	13	57950	551
20130507_Chance The Rapper - Acid Rap ALBUM REVIEW.jpg	20130507	Chance The Rapper 	Acid Rap	6/10	6115	3528	726187	650
20130508_Little Women - Lung ALBUM REVIEW.jpg	20130508	Little Women 	Lung	6/10	138	9	14909	383
20130509_Phoenix - Bankrupt! ALBUM REVIEW.jpg	20130509	Phoenix 	Bankrupt!	5/10	720	263	77187	403
20130510_The Uncluded - Hokey Fright ALBUM REVIEW.jpg	20130510	The Uncluded 	Hokey Fright	7/10	706	30	44513	468
20130513_Charli XCX - True Romance ALBUM REVIEW.jpg	20130513	Charli XCX 	True Romance	3/10	580	306	65690	395
20130514_Co La - Moody Coup ALBUM REVIEW.jpg	20130514	Co La 	Moody Coup	6/10	164	8	12881	424
20130514_Vampire Weekend - Modern Vampires of the City ALBUM REVIEW.jpg	20130514	Vampire Weekend 	Modern Vampires of the City	7/10	2392	273	224347	552
20130516_The Dillinger Escape Plan - One Of Us Is The Killer ALBUM REVIEW.jpg	20130516	The Dillinger Escape Plan 	One Of Us Is The Killer	8/10	1949	45	123084	446
20130520_Daft Punk - Random Access Memories ALBUM REVIEW.jpg	20130520	Daft Punk 	Random Access Memories	8/10	15541	541	941718	887
20130521_The National - Trouble Will Find Me ALBUM REVIEW.jpg	20130521	The National 	Trouble Will Find Me	4/10	775	1392	86809	425
20130522_Anamanaguchi - Endless Fantasy ALBUM REVIEW.jpg	20130522	Anamanaguchi 	Endless Fantasy	6/10	976	64	56886	382
20130523_This Routine Is Hell - Howl ALBUM REVIEW.jpg	20130523	This Routine Is Hell 	Howl	8/10	522	4	38494	443
20130524_Classixx - Hanging Gardens ALBUM REVIEW.jpg	20130524	Classixx 	Hanging Gardens	6/10	258	7	23894	319
20130527_Travis Scott - Owl Pharaoh EP _ MIXTAPE _ ALBUM REVIEW.jpg	20130527	Travis Scott 	Owl Pharaoh EP _ MIXTAPE _	3/10	1473	1126	129649	785
20130528_The World Is A Beautiful Place And I Am No Longer Afraid To Die - Whenever, If Ever ALBUM REVIEW.jpg	20130528	The World Is A Beautiful Place And I Am No Longer Afraid To Die 	Whenever, If Ever	7/10	1229	33	105080	442
20130529_Baths - Obsidian ALBUM REVIEW.jpg	20130529	Baths 	Obsidian	6/10	512	68	47768	442
20130530_Quasimoto - Yessir Whatever ALBUM REVIEW.jpg	20130530	Quasimoto 	Yessir Whatever	7/10	2272	62	144711	400
20130531_Bibio - Silver Wilkinson ALBUM REVIEW.jpg	20130531	Bibio 	Silver Wilkinson	7/10	375	11	26363	458
20130531_Deafheaven - Sunbather ALBUM REVIEW.jpg	20130531	Deafheaven 	Sunbather	8/10	4017	214	335822	544
20130604_Queens of the Stone Age - ...Like Clockwork ALBUM REVIEW.jpg	20130604	Queens of the Stone Age 	...Like Clockwork	9/10	6627	160	373091	585
20130605_CX KiDTRONiK - KRAK ATTACK 2 - THE BALLAD OF ELLI SKIFF ALBUM REVIEW.jpg	20130605	CX KiDTRONiK - KRAK ATTACK 2 	THE BALLAD OF ELLI SKIFF	6/10	240	6	18684	507
20130605_Disclosure - Settle ALBUM REVIEW.jpg	20130605	Disclosure 	Settle	7/10	1225	46	90525	486
20130607_Laura Marling - Once I Was An Eagle ALBUM REVIEW.jpg	20130607	Laura Marling 	Once I Was An Eagle	7/10	271	18	24214	555
20130610_Thundercat - Apocalypse ALBUM REVIEW.jpg	20130610	Thundercat 	Apocalypse	3/10	381	623	52869	407
20130611_Pharmakon - Abandon ALBUM REVIEW (QUICK).jpg	20130611	Pharmakon 	Abandon		247	15	23621	378
20130612_Boards of Canada - Tomorrow's Harvest ALBUM REVIEW.jpg	20130612	Boards of Canada 	Tomorrow's Harvest	6/10	1222	1010	111207	672
20130612_Primal Scream - More Light ALBUM REVIEW (QUICK).jpg	20130612	Primal Scream 	More Light		160	5	14391	324
20130617_Jon Hopkins - Immunity ALBUM REVIEW.jpg	20130617	Jon Hopkins 	Immunity	8/10	980	29	80416	409
20130617_Mount Kimbie - Cold Spring Fault Less Youth ALBUM REVIEW (QUICK).jpg	20130617	Mount Kimbie 	Cold Spring Fault Less Youth		155	86	22930	312
20130618_Kanye West - Yeezus ALBUM REVIEW.jpg	20130618	Kanye West 	Yeezus	5/10	16446	7673	1491191	913
20130619_Melt Yourself Down - Self-Titled ALBUM REVIEW.jpg	20130619	Melt Yourself Down - Self	Titled	7/10	325	15	21267	372
20130619_Power Trip - Manifest Decimation ALBUM REVIEW (QUICK).jpg	20130619	Power Trip 	Manifest Decimation		246	14	18509	181
20130620_Sigur Rós - Kveikur ALBUM REVIEW (QUICK).jpg	20130620	Sigur Rós 	Kveikur		628	39	56006	323
20130621_Zomby - With Love ALBUM REVIEW.jpg	20130621	Zomby 	With Love	5/10	516	76	48152	399
20130622_Mac Miller - Watching Movies With the Sound Off ALBUM REVIEW.jpg	20130622	Mac Miller 	Watching Movies With the Sound Off	6/10	3102	439	298494	564
20130625_Havok - Unnatural Selection ALBUM REVIEW.jpg	20130625	Havok 	Unnatural Selection		255	14	18337	219
20130625_J. Cole - Born Sinner ALBUM REVIEW.jpg	20130625	J. Cole 	Born Sinner	5/10	3531	3072	309226	538
20130626_Smith Westerns - Soft Will ALBUM REVIEW.jpg	20130626	Smith Westerns 	Soft Will		393	11	30133	367
20130627_Black Sabbath - 13 ALBUM REVIEW.jpg	20130627	Black Sabbath 	13		1292	38	77507	390
20130628_Locrian - Return to Annihilation ALBUM REVIEW.jpg	20130628	Locrian 	Return to Annihilation	6/10	227	9	20912	366
20130701_Daftside - Random Access Memories Memories REMIX ALBUM REVIEW.jpg	20130701	Daftside 	Random Access Memories Memories REMIX		299	5	31185	361
20130701_Kyary Pamyu Pamyu - Nandacollection ALBUM REVIEW (きゃりーぱみゅぱみゅ - なんだこれくしょん).jpg	20130701	Kyary Pamyu Pamyu 	Nandacollection	8 /10	2110	97	120018	455
20130702_Jarren Benton - My Grandmother's Basement ALBUM REVIEW (Quick).jpg	20130702	Jarren Benton 	My Grandmother's Basement		511	14	29794	351
20130703_Joey Bada$$ - Summer Knights ALBUM REVIEW.jpg	20130703	Joey Bada$$ 	Summer Knights	7/10	2282	84	161203	407
20130708_Billy Woods- Dour Candy ALBUM REVIEW.jpg	20130708	Billy Woods	Dour Candy	7/10	331	10	30677	419
20130708_Run The Jewels - Self-Titled ALBUM REVIEW.jpg	20130708	Run The Jewels - Self	Titled	8/10	1591	29	133553	33
20130709_Jay-Z - Magna Carta... Holy Grail ALBUM REVIEW.jpg	20130709	Jay-Z 	Magna Carta... Holy Grail	6/10	4336	467	420497	717
20130710_James Holden - The Inheritors ALBUM REVIEW.jpg	20130710	James Holden 	The Inheritors	7/10	217	16	23873	450
20130711_Autopsy - The Headless Ritual ALBUM REVIEW.jpg	20130711	Autopsy 	The Headless Ritual	6/10	427	13	26829	442
20130712_Jagwar Ma - Howlin ALBUM REVIEW (QUICK).jpg	20130712	Jagwar Ma 	Howlin		119	21	15122	262
20130714_Ghostpoet - Some Say I So I Say Light ALBUM REVIEW (QUICK).jpg	20130714	Ghostpoet 	Some Say I So I Say Light		114	37	14613	307
20130715_Mariam The Believer - Blood Donation ALBUM REVIEW.jpg	20130715	Mariam The Believer 	Blood Donation	8/10	245	6	26954	532
20130717_Lycus - Tempest ALBUM REVIEW.jpg	20130717	Lycus 	Tempest	7/10	339	10	24847	449
20130718_letlive. - The Blackest Beautiful ALBUM REVIEW.jpg	20130718	letlive. 	The Blackest Beautiful	5/10	524	221	53321	402
20130724_Stone Titan - Scratch N' Sniff (MINI) ALBUM REVIEW.jpg	20130724	Stone Titan 	Scratch N' Sniff (MINI)	8/10	346	13	29969	373
20130725_Fuck Buttons - Slow Focus ALBUM REVIEW.jpg	20130725	Fuck Buttons 	Slow Focus	6/10	328	80	40683	404
20130729_Edward Sharpe & The Magnetic Zeros - Self-Titled ALBUM REVIEW.jpg	20130729	Edward Sharpe & The Magnetic Zeros - Self	Titled	3/10	358	89	36640	416
20130731_Ka - The Night's Gambit ALBUM REVIEW.jpg	20130731	Ka 	The Night's Gambit	8/10	782	21	58896	654
20130801_All Pigs Must Die - Nothing Violates This Nature ALBUM REVIEW (QUICK).jpg	20130801	All Pigs Must Die 	Nothing Violates This Nature		170	10	17304	262
20130802_AlunaGeorge - Body Music ALBUM REVIEW.jpg	20130802	AlunaGeorge 	Body Music	7/10	390	15	29405	461
20130806_Candy Claws - Ceres & Calypso In The Deep Time ALBUM REVIEW.jpg	20130806	Candy Claws 	Ceres & Calypso In The Deep Time	7/10	578	43	39335	435
20130807_Dead In The Dirt - The Blind Hole ALBUM REVIEW.jpg	20130807	Dead In The Dirt 	The Blind Hole	6/10	316	18	26840	394
20130808_Tech N9ne - Something Else ALBUM REVIEW.jpg	20130808	Tech N9ne 	Something Else	4/10	2056	769	133430	821
20130812_Modern Life Is War - Fever Hunting ALBUM REVIEW.jpg	20130812	Modern Life Is War 	Fever Hunting	7/10	341	10	28539	416
20130813_TOAD - Endless Night ALBUM REVIEW.jpg	20130813	TOAD 	Endless Night	7/10	213	6	18614	375
20130815_Washed Out - Paracosm ALBUM REVIEW.jpg	20130815	Washed Out 	Paracosm	6/10	485	72	50563	432
20130817_No Age - An Object ALBUM REVIEW.jpg	20130817	No Age 	An Object	6/10	312	13	31458	650
20130826_Earl Sweatshirt - Doris ALBUM REVIEW.jpg	20130826	Earl Sweatshirt 	Doris	6/10	6426	2560	577579	476
20130826_Julia Holter - Loud City Song ALBUM REVIEW.jpg	20130826	Julia Holter 	Loud City Song	8/10	524	17	42568	437
20130828_A$AP Ferg - Trap Lord ALBUM REVIEW.jpg	20130828	A$AP Ferg 	Trap Lord	7/10	2870	182	248444	419
20130829_King Krule - 6 Feet Beneath The Moon ALBUM REVIEW.jpg	20130829	King Krule 	6 Feet Beneath The Moon	7/10	4242	268	329881	491
20130830_Dawn of Midi - Dysnomia ALBUM REVIEW.jpg	20130830	Dawn of Midi 	Dysnomia	5/10	206	93	26848	232
20130902_Gorguts - Colored Sands ALBUM REVIEW.jpg	20130902	Gorguts 	Colored Sands	8/10	1299	42	77349	475
20130903_YC The Cynic - GNK ALBUM REVIEW.jpg	20130903	YC The Cynic 	GNK	8/10	781	15	55930	557
20130904_Holograms - Forever ALBUM REVIEW.jpg	20130904	Holograms 	Forever	6/10	270	12	25190	372
20130904_Jonathan Rado - Law & Order ALBUM REVIEW.jpg	20130904	Jonathan Rado 	Law & Order	4/10	156	17	13399	289
20130908_Arctic Monkeys - AM ALBUM REVIEW.jpg	20130908	Arctic Monkeys 	AM	3/10	6395	9147	411263	290
20130909_Nine Inch Nails - Hesitation Marks ALBUM REVIEW.jpg	20130909	Nine Inch Nails 	Hesitation Marks	6/10	1647	99	122513	464
20130910_Chelsea Wolfe - Pain Is Beauty ALBUM REVIEW.jpg	20130910	Chelsea Wolfe 	Pain Is Beauty	8/10	910	26	63694	442
20130911_Holy Ghost! - Dynamics ALBUM REVIEW.jpg	20130911	Holy Ghost! 	Dynamics	7/10	271	6	20506	413
20130912_Factory Floor - Self-Titled ALBUM REVIEW.jpg	20130912	Factory Floor - Self	Titled	6/10	187	9	20459	324
20130913_Janelle Monáe - The Electric Lady ALBUM REVIEW.jpg	20130913	Janelle Monáe 	The Electric Lady	7/10	1207	31	85072	535
20130916_Denzel Curry - Nostalgic 64 ALBUM REVIEW.jpg	20130916	Denzel Curry 	Nostalgic 64	7/10	1835	58	129479	417
20130917_The Weeknd - Kiss Land ALBUM REVIEW.jpg	20130917	The Weeknd 	Kiss Land	5/10	1852	3118	207266	511
20130918_Crystal Stilts - Nature Noir ALBUM REVIEW.jpg	20130918	Crystal Stilts 	Nature Noir	6/10	168	10	17129	355
20130919_MGMT - Self-Titled ALBUM REVIEW.jpg	20130919	MGMT - Self	Titled	6/10	2202	112	163017	440
20130920_Kayo Dot - Hubardo ALBUM REVIEW.jpg	20130920	Kayo Dot 	Hubardo	7/10	362	23	29009	721
20130923_Machinedrum - Vapor City ALBUM REVIEW.jpg	20130923	Machinedrum 	Vapor City	7/10	364	18	26429	364
20130924_Bill Callahan - Dream River ALBUM REVIEW.jpg	20130924	Bill Callahan 	Dream River	8/10	389	11	37957	628
20130925_Drake - Nothing Was The Same ALBUM REVIEW.jpg	20130925	Drake 	Nothing Was The Same	5/10	6752	1718	647228	939
20130926_Touché Amoré - Is Survived By ALBUM REVIEW.jpg	20130926	Touché Amoré 	Is Survived By	8/10	997	27	66497	556
20130930_Mazzy Star - Seasons Of Your Day ALBUM REVIEW (QUICK).jpg	20130930	Mazzy Star 	Seasons Of Your Day		239	12	18280	301
20131001_Danny Brown - Old ALBUM REVIEW.jpg	20131001	Danny Brown 	Old	7/10	3224	121	299625	842
20131001_Oneohtrix Point Never - R Plus Seven ALBUM REVIEW.jpg	20131001	Oneohtrix Point Never 	R Plus Seven	6/10	526	372	67141	450
20131003_Lorde - Pure Heroine ALBUM REVIEW (QUICK).jpg	20131003	Lorde 	Pure Heroine		3212	153	278228	335
20131004_Haunted Horses - Watcher ALBUM REVIEW.jpg	20131004	Haunted Horses 	Watcher	7/10	305	8	24672	336
20131007_Darkside - Psychic ALBUM REVIEW.jpg	20131007	Darkside 	Psychic	8/10	663	17	65587	391
20131008_of Montreal - Lousy With Sylvianbriar ALBUM REVIEW.jpg	20131008	of Montreal 	Lousy With Sylvianbriar	8/10	508	18	44140	619
20131009_Haim - Days Are Gone ALBUM REVIEW (WELL, A LINK TO IT...).jpg	20131009	Haim 	Days Are Gone		197	27	38948	62
20131009_Pusha T - My Name Is My Name ALBUM REVIEW.jpg	20131009	Pusha T 	My Name Is My Name	6/10	2483	196	202389	549
20131010_Fuzz - Self-Titled ALBUM REVIEW.jpg	20131010	Fuzz - Self	Titled		303	40	32263	266
